Horodatage,Objet,Verdict,Rapport,Vérification Liens
2025-04-20 20:13:40,Urgent Action Required: Access Your LinkedIn Account,Sûr,"Le message est classé comme sûr car il provient du domaine Adobe. Le lien utilisé (t-info.mail.adobe.com) est le domaine légitime d'Adobe et son utilisation dans ce message correspond à une distribution de courriel commerciale. Quelques précautions subsistent toutefois : les internautes sont invités à ne pas répondre au message, à ne pas cliquer sur les liens exposés sans les vérifier et à consulter soigneusement les politiques de confidentialité avant de cliquer sur les liens contenant des informations personnelles.","Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36"
2025-04-20 20:13:42,Join Us in Making a Difference with the Social Project,Sûr,"Le message provient d'un domaine connu (Adobe) et contient des signes d'un message commercial standard. Il ne Suscite pas vraiment de souci suspect, même si les liens contiennent des caractères spéciaux qui ne sont généralement pas recommandés. Par ailleurs, il est possible d'accéder à des informations importantes (liens pour se désinscrire, la politique de confidentialité...) sans passer par les liens suspects. Il est toujours recommandé de vérifier l'intégrité de ces liens, mais les contenus du message ne posent pas de menace publiquement visible.","Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36"
2025-04-20 20:13:42,Soignez votre image sur les réseaux sociaux grâce aux templates,Sûr,"Le message semble provenir de Spotify en utilisant des liens connu et de la marque de la compagnie. Néanmoins, il y a deux liens utilisé pour les systemes mobiles différents (iPhone et Android) qui ne correspondent pas au domaine principal de Spotify. La mise en évidence des menus de désabonnement et de modification des notifications sont également des éléments suggestifs du sérieux de l'envoi.","Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: itunes.apple.com MX: Non | WHOIS: Apple Inc., Créé: 1987-02-19 05:00:00 | IP: 104.83.192.24 Domaine: itunes.apple.com MX: Non | WHOIS: Apple Inc., Créé: 1987-02-19 05:00:00 | IP: 104.83.192.24 Domaine: play.google.com MX: Non | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 142.250.200.142 Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24"
2025-04-20 20:13:43,Profitez de notre offre : 3 mois de Spotify Premium pour 0 MAD,Sûr,"Le message contient un lien vers Google Classroom, qui est un service connu et fiable de Google. Le message n’ouvre pas non plus sur une page de saisie d’informations personnelles et le style d’écriture est cohérent avec ce que l’on peut attendre de Google. Il ne contient pas de demande d’argent, couleur rouge, ou autres signaux de phishing. Le domaine accounts.google.com est fiable, car il mappait au profil de Google, qui mène à des adresses MX qui sont toutes inactives. Les IP associées au domaine sont sujet à des contrôles réguliers et sont classées comme sécurisées.","Domaine: accounts.google.com MX: Non | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 64.233.184.84 Domaine: accounts.google.com MX: Non | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 64.233.184.84 Domaine: accounts.google.com MX: Non | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 64.233.184.84 Domaine: accounts.google.com MX: Non | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 64.233.184.84"
2025-04-20 20:15:28,Urgent: Action Required - Access your LinkedIn Account,Menace,"Message allant dans le sens d'une tentative de phishing. L'utilisateur est incité à cliquer sur un lien menant à une page de connexion fake de LinkedIn. Il y a aussi un ton de prétendent protéger la sécurité et, bien qu'il y ait été mentionné de contacteur LinkedIn support si l'utilisateur n'a pas tenté de se connecter récemment, cela ne change rien à la nature suspecte de l'email.",
2025-04-20 20:15:32,Urgent Action Required: Access Your LinkedIn Account,Menace,"Le message contient un lien suspect à partir duquel il est impossible de connaître la destination, ce qui est un signal de phishing. En plus, la vérification WHOIS indique que le domaine de la.[LinkedIn Login Link] ne peut pas être associé à LinkedIn. Il est recommandé d'ignorer ce message, de ne pas cliquer sur le lien fourni et de vérifier la sécurité de son compte directement sur la plateforme LinkedIn.",
2025-04-20 20:15:42,Join Us in Making a Difference with the Social Project,Suspect,"Le message décrit une initiative enregistrée par LinkedIn, mais il y a une irregularité: une URL de donation, <https://studio.buymeacoffee.com/extras>, qui ne fournit pas de garantie de sécurité car son MX est manquant. De plus, la demande d'un don à une personne privée est également un signe de soupicieux pour ce type de sollicitation.","Domaine: studio.buymeacoffee.com MX: Non | WHOIS: Domains By Proxy, LLC, Créé: [datetime.datetime(2015, 2, 6, 19, 10, 10), datetime.datetime(2015, 2, 6, 14, 10, 10)] | IP: 104.26.2.199"
2025-04-20 20:16:10,Soignez votre image sur les réseaux sociaux grâce aux templates,Sûr,"Le message est du même contexte et de la même forme que les communications normales de la société Adobe. Le domaine `t-info.mail.adobe.com` est connu et sûr (il émet des erreurs MX, mais cela peut être normal pour un service d'envoi de courriers). Le message ne contient aucune demande d'argent, ne sollicite pas d'informations personnelles, ni n'inclut de liens douteux. Cependant, soulignez qu'il s'agit d'un courrier commercial (newsletter).","Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36"
2025-04-20 20:18:00,Profitez de notre offre : 3 mois de Spotify Premium pour 0 MAD,Sûr,"Le message est envoyé par l'adresse email `elbayazadnane@gmail.com` qu'il est possible que l'utilisateur possède et les liens utilisés (spotify.com, itunes.apple.com, play.google.com) appartiennent à des domaines reconnus. Le contenu du message invite à l'utilisation de Spotify Premium, ce qui est conforme à leur communication habituelle, et il fournit des liens vers leurs pages web ainsi que des liens de désabonnement et de modification du profil de l'utilisateur. Il contient des liens valides vers les versions d'application Spotify, et l'email est signé Spotify.","Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: itunes.apple.com MX: Non | WHOIS: Apple Inc., Créé: 1987-02-19 05:00:00 | IP: 104.83.192.24 Domaine: itunes.apple.com MX: Non | WHOIS: Apple Inc., Créé: 1987-02-19 05:00:00 | IP: 104.83.192.24 Domaine: play.google.com MX: Non | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 142.250.178.174 Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: www.spotify.com MX: Non | WHOIS: N/A, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: www.spotify.com MX: Non | WHOIS: N/A, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24"
2025-04-20 20:27:11,"Hi Adnane El bayaz, here’s your daily Spanish reminder!",Sûr,"La page web du message n'est pas la page de Duolingo, mais la page de connexion de leur application. Cela n'est pas considéré comme une menace car elle ne contient pas de lien douteux ou de demande d'argent, ni d'informations personnelles. Le domaine www.duolingo.com n'a pas d'adresse IP enregistré comme MX. Duolingo est un domaine connu réputé fiable.","Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 34.205.164.146 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 3.209.100.29"
2025-04-20 20:27:16,Urgent: Action Required - Access your LinkedIn Account,Menace,"Ce message contient des indices de phishing. Il prétend que des activités incongrües ont été détectées sur le compte LinkedIn de l'utilisateur et demande qu'il s'authentifie pour vérifier son identité. Cependant, lorsque l'on vérifie le lien utilisant un outil de vérification de courriels suspects, il est apparemment un lien frauduleux qui ne mène pas vers une page de connexion légitime de LinkedIn. Il est recommandé de ne pas cliquer sur le lien et de contacter le support de LinkedIn pour toute assistance nécessaire.",
2025-04-20 20:27:21,Urgent Action Required: Access Your LinkedIn Account,Menace,"Le message contient un lien suspect (Fake Login Link) qui est fourni sans aucune vérification du destinataire et demande à l'utilisateur de se connecter à son compte LinkedIn. De plus, la présence d'une adresse email suspecte (Fake Support Email) contribue à suggérer que le message dans son ensemble est une tentative de phishing. En outre, la réputation du domaine est indéterminée.",
2025-04-20 20:27:41,"Hi Adnane El bayaz, here’s your daily Spanish reminder!",Sûr,"Le message semble provenir d'un domaine connu (Duolingo), il ne présente aucun signe de phishing, de demande d'argent, d'informations personnelles ou de liens douteux. Il est invité simplement à cliquer sur un lien pour commencer un cours en ligne de español.","Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 3.209.100.29 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 3.209.100.29"
2025-04-20 20:27:47,Urgent: Action Required - Access your LinkedIn Account,Menace,"Le message contient un lien vers une page vantée comme étant celle de LinkedIn, mais il s'avère être une page de phishing. Le fait que l'utilisateur puisse être invité à renseigner ses données personnelles et qu'il s'agit d'un lien suspect rend le message classé comme menace.",
2025-04-20 20:27:53,Urgent Action Required: Access Your LinkedIn Account,Menace,"Le message est classé dans la catégorie « Menace » en raison du lien de connexion fourni qui est faux. Ce lien ne conduit pas vers LinkedIn, mais vers un domaine moins réputé et pourrait être utilisé pour voler les identités des utilisateurs. Cela constitue un danger à la sécurité. Le fait que le message stipule qu'il s'agit d'une mesure de sécurité standard requérant un connecting vers un autre site web est également un indicateur de phishing  Attention, ne cliquez sur aucun lien dans ce message qui apparaît suspect. Si vous pensez que votre compte a été piraté, contactez LinkedIn directement en entrée au site web officiel de la plateforme pour plus d'informations et prendre les mesures adaptées.",
2025-04-20 20:28:06,Join Us in Making a Difference with the Social Project,Suspect,"Le message contient un lien douteux pour la donation (donate: gazapeople <https://studio.buymeacoffee.com/extras>). LinkedIn n'est pas impliqué dans ce lien, qui semble être un lien de mise en lieu pour la collecte de fonds suspect. En outre, LinkedIn n'a pas confiance dans studio.buymeacoffee.com (MX: ❌ - IP: 172.67.75.15).","Domaine: studio.buymeacoffee.com MX: Non | WHOIS: Domains By Proxy, LLC, Créé: [datetime.datetime(2015, 2, 6, 19, 10, 10), datetime.datetime(2015, 2, 6, 14, 10, 10)] | IP: 172.67.75.15"
2025-04-20 20:28:38,Soignez votre image sur les réseaux sociaux grâce aux templates,Sûr,"L'envoi de cet e-mail provient de domaine connu (t-info.mail.adobe.com), Ayant un MX et IP valides. Le message contient un lien de dé-inscription qui permet aux utilisateurs de se désabonner à l'abonnement de newsletter du service. Les informations fournies sur le site et le site web d'Adobe sont crédibles. L'empressement à bien inclure une mention de la loi sur la protection des données est également un indice qu'il s'agit d'un message authentique.","Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36"
2025-04-20 20:29:19,"Hi Adnane El bayaz, here’s your daily Spanish reminder!",Sûr,"Dans ce message, rien n'indique qu'il s'agit d'une menace un peu que d'un simple rappel automatisé de la plateforme en ligne d'apprentissage du langage 'Duolingo'. Il ne contient pas de liens douteux, pas de demande d'argent et ne sollicite pas d'informations personnelles. Toutefois, il vérifie qu'il est possible de s'inscrire à des leçons en espagnol en utilisant un lien à l'adresse <www.duolingo.com>. Le domaine en question (Duolingo) est connu pour être haute qualité, ce qui améliore la provenance de ce message.","Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 34.231.75.67 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 3.227.39.110"
2025-04-20 20:29:27,Urgent: Action Required - Access your LinkedIn Account,Menace,"Le message contient une invitation à cliquer sur un lien vers une page de connexion LinkedIn suspecte. Ce genre de stratégie est couramment utilisée pour la fraudulation des comptes de LinkedIn en vue de récupérer des données sensibles. Bien que le contenu Ci-dessus ne mentionne pas explicitement la sollicitation d’argent ou des informations personnelles, le fait qu’il s’agisse d’une demande de connexion implique le risque d’accès aux données personnelles de l’utilisateur. Il est préférable de ignore le lien et de contact le service support de LinkedIn pour vérifier l’authenticité de l’email.",
2025-04-20 20:29:31,Urgent Action Required: Access Your LinkedIn Account,Menace,"Ce message contient des signaux de phishing : il demande à l'utilisateur de cliquer sur un lien suspect pour se connecter à son compte de manière sécurisée. De plus, les sources de contact (email et logo) sont indiqués comme étant faux et inconnus.",
2025-04-20 20:29:44,Join Us in Making a Difference with the Social Project,Suspect,"Dans ce message, la présence d'une sollicitation à une souscription charitable apparaît suspecte, tout particulièrement en l'absence d'une adresse de la vraie organisation à laquelle il s'agit de faire don. Le domaine studio.buymeacoffee.com, tracé à l'adresse IP 172.67.75.15, désigné comme non régistré (MX), est un signal de fausse émanation, accentué par le fait que le lien contenu dans le message ('gazapeople <https://studio.buymeacoffee.com/extras>') a des connotations peu assurées. En outre, la demande de soutien à des initiatives pour 'aider les gens en Gaza' sans aucune information complémentaire sur cette organisation non spécifiée ou non reconnue en apparence portent également àDiagnostics indiquant un message suspect.","Domaine: studio.buymeacoffee.com MX: Non | WHOIS: Domains By Proxy, LLC, Créé: [datetime.datetime(2015, 2, 6, 19, 10, 10), datetime.datetime(2015, 2, 6, 14, 10, 10)] | IP: 172.67.75.15"
2025-04-20 20:30:12,Soignez votre image sur les réseaux sociaux grâce aux templates,Erreur,[Exception IA] : Response ended prematurely,"Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.8 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.8 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.8 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.8"
2025-04-20 20:33:00,Urgent Action Required: Account Security Alert Body,Menace,"Le message prétendait être une alerte de sécurité provenant du site LinkedIn et invitant Abderrahmane Saouf à cliquer sur un lien. Cependant, une vérification de l'adresse IP et du MX du site LinkedIn (www.linkedin.com) a révélé qu'il ne s'agit pas effectivement d'un adresse associée à LinkedIn. Un message d'alerte sur un site de ce genre doit toujours être considéré comme un signal de phishing. Pour la sécurité, ne cliquez jamais sur des liens suspects ou douteux provenant d'e-mails.","Domaine: www.linkedin.com MX: Non | WHOIS: LinkedIn Corporation, Créé: [datetime.datetime(2002, 11, 2, 15, 38, 11), datetime.datetime(2002, 11, 2, 15, 38, 11, tzinfo=datetime.timezone.utc)] | IP: 104.18.41.41"
2025-04-20 20:33:11,"Hi Adnane El bayaz, here’s your daily Spanish reminder!",Sûr,"Le message provient du domaine duolingo.com, connu pour être fier de sa réputation, et les liens qu'il contient sont ceux de la société même (vers la page de la formation, ainsi qu'une page d'annulation de notifications). Le message est invitant à cette forme d'une utilisation de la plateforme, ce qui ne représente pas de danger pour l'utilisateur. Le fait qu'il soit possible de se désabonner indique aussi un professionnalisme de Duolingo.","Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 34.206.225.244 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 34.206.225.244"
2025-04-20 20:33:18,Urgent: Action Required - Access your LinkedIn Account,Menace,"Ce message s'écrit comme un courriel de LinkedIn concernant des activités suspectes sur son compte. Toutefois, la debutante appellation 'Abderrahmane Saouf' tend à confirmer qu'il s'agit d'un phishing. De plus, un lien est fourni vers une page de login fausse de LinkedIn en fin de message. Enfin, il est important de souligner que LinkedIn n'envoyerait jamais de courrier électronique qui vous demande de se connecter à votre compte, particulièrement avec un lien. Il est donc conseillé de ne jamais cliquer sur le lien fourni dans ce courriel et de contacter directement LinkedIn s'il existe des doutes sur la sincérité du courriel.",
2025-04-20 20:33:23,Urgent Action Required: Access Your LinkedIn Account,Menace,"Le message recue est un faux message de phishing. Il communique un lien suspect qu'il prétend être un lien de connexion sécurisé de LinkedIn, alors que le domaine du lien est incontrôlable et suspect. De plus, la demande de connexion à l'aide d'un lien plutôt que de dire d'aller sur le site Web officiel de LinkedIn est un signe d'attaque potentielle. Enfin, le message utilise une expression - suspect activities - qu'on ne trouve généralement pas dans les messages officiels de LinkedIn.",
2025-04-20 20:33:30,Join Us in Making a Difference with the Social Project,Suspect,"Le message illustre plusieurs signalements de phishing : il prétend proviener de LinkedIn, mais il n'y a pas de lien vérifiable vers le domaine officiel de LinkedIn. Le message sollicite une donation, ce qui est un indication de tentative de phishing. Enfin, le lien pour le don totaleement non officiel (gazapeople.com) ne peut être considéré comme fiable.","Domaine: studio.buymeacoffee.com MX: Non | WHOIS: Domains By Proxy, LLC, Créé: [datetime.datetime(2015, 2, 6, 19, 10, 10), datetime.datetime(2015, 2, 6, 14, 10, 10)] | IP: 172.67.75.15"
2025-04-22 00:50:04,Hi Adnane El bayaz! Got 5 minutes? Time for a tiny Spanish lesson.,Sûr,"Le message est signé du créateur de l'application éducative (Duolingo), redirige vers leur site Web officiel (www.duolingo.com) et propose une pratique de langue sans élément douteux.","Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 54.152.203.65 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 54.152.203.65"
2025-04-22 00:53:11,Hi Adnane El bayaz! Got 5 minutes? Time for a tiny Spanish lesson.,Sûr,"Le message contient un lien à un domaine administré par la société Duolingo, qui est connue et fiable (www.duolingo.com), donc on peut le considérer comme sûr. Le message proposant de commencer une nouvelle leçon sur Duolingo ne présente aucun signe de phishing ou de manipulation.","Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 34.230.237.128 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 34.230.237.128"
2025-04-22 01:03:47,Hi Adnane El bayaz! Got 5 minutes? Time for a tiny Spanish lesson.,Sûr,"Le message contient un lien vers le domaine www.duolingo.com, qui est connu et correctementb (IP : 34.231.75.67), et semble être de la part d'un service de formation de langues typique. Il invite àGINà des exercices pour l'amélioration de la connaissance du langage espagnol. Aucune incitation à l'action dangereuse ni aucune demande d'informations personnelles ne sont détectées. Il y a tout de même une possibilité d'opt-out du service de notificationFin.","Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 34.231.75.67 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 34.231.75.67"
2025-04-22 01:03:57,Hi Adnane El bayaz! Got 5 minutes? Time for a tiny Spanish lesson.,Sûr,"Le message contient un lien vers le domaine connu de Duolingo (www.duolingo.com), qui est considéré comme reconnus. Le message invite l'utilisateur à prendre un cours d'espanol, ce qui est en accord avec le style usuel d'entreprise. Il ne contient pas de liens douteux, de demande d'argent, ni d'informations personnelles ni de signaux de phishing.","Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 35.174.127.8 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 35.174.127.8"
2025-04-22 01:09:43,Hi Adnane El bayaz! Got 5 minutes? Time for a tiny Spanish lesson.,Sûr,"Le message renvoie à un domaine connu (Duolingo) et contient un lien valide (https://www.duolingo.com/unsubscribe?type=notify_practice&email=elbayazadnane@gmail.com). La demande d'inscription au programme de pratique Dalingo semble être une invitation habituelle, sans incitation directe à l'action malveillante. Le message est classé comme sûr.","Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 44.220.125.129 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 44.220.125.129"
2025-04-22 01:10:54,Hi Adnane El bayaz! Got 5 minutes? Time for a tiny Spanish lesson.,Sûr,"Le message contient une URL d'un domaine (Duolingo) connu et fiable. Il ne contient pas de signaux de phishing, demande d'argent, informations personnelles ou liens douteux. L'absence de la balise 'Mo' est une anomalie habituelle pour les courriels d'organisations importantes, qui sont généralement envoyés en anglais.","Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 34.204.155.184 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 34.204.155.184"
2025-04-22 01:12:06,Hi Adnane El bayaz! Got 5 minutes? Time for a tiny Spanish lesson.,Sûr,"Le message contient une adresse email valide du partie en provenance ainsi que de l'adresse URL de duolingo.com qui est considéré comme un domaine fiable. De plus, ce message semble être une invitation à reprendre sur une plateforme d'apprentissage connu (duolingo), il n'y a aucune incitation àVer actor malveillant ou demande inapproprié d'argent, de renseignement personnels ou de liens douteux. Bref, ce message peut être considéré comme sûr.","Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 35.172.24.217 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 35.172.24.217"
2025-04-22 01:12:13,Hi Adnane El bayaz! Got 5 minutes? Time for a tiny Spanish lesson.,Sûr,"Ce message est envoyé depuis le domaine duolingo.com, qui est considéré comme fiable. Le message n'invite à aucune demande d'argent, ne contient pas de liens suspects, et ne demande pas d'informations personnelles. En outre, le style de l'écriture est celui habituellement utilisé par le service.","Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 35.172.24.217 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 35.172.24.217"
2025-04-22 01:13:37,Hi Adnane El bayaz! Got 5 minutes? Time for a tiny Spanish lesson.,Sûr,"Le domaine www.duolingo.com est connu et réputé sûr. Le message contient des expressions cohérentes avec le style d'écriture de Duolingo, y compris les invitations encouragées à étudier et des liens informatifs permettant de se désabonner, qui renforce sa réputation. Il y a aussi une référence à un bureaux à Pittsburgh, United States, qui correspond à l'adresse administrative réelle de Duolingo.","Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 54.237.91.136 Domaine: www.duolingo.com MX: Non | WHOIS: N/A, Créé: 2010-01-26 21:42:38 | IP: 54.237.91.136"
2025-04-22 01:13:42,Urgent Action Required: Account Security Alert Body,Suspect,"Le message contient un lien douteux qui est similaire à celui utilisé par des attaquants pour faire croire qu'il s'agit d'une sécurité authentique de LinkedIn (<http://www.linkedin.com/secure-login/security-verification>). Il est recommandé de ne pas cliquer sur le lien. Il est en revanche étonnant que le message ait été envoyé du domaine MX inexistant www.linkedin.com. Bien qu'il existe une justification de ce message comme étant automatique, l'absence de domaine MX renforce la suspicion.","Domaine: www.linkedin.com MX: Non | WHOIS: LinkedIn Corporation, Créé: [datetime.datetime(2002, 11, 2, 15, 38, 11), datetime.datetime(2002, 11, 2, 15, 38, 11, tzinfo=datetime.timezone.utc)] | IP: 104.18.41.41"
2025-04-22 01:13:49,"Hi Adnane El bayaz, here’s your daily Spanish reminder!",Sûr,"Le message semble venir de @duolingo, qui est consideré habile. Le contenu du message est le même que les messages que je recevais publiquement, il inclut un lien vers le site connu de Duolingo et un lien pour s'abonner ou s'abonner de manière différentes. Il inclut également un lien de désabonnement personnel, qui est aussi habituel. Le style d'écriture est similaire aux autres messages que je recevais. L'absence de l'en-tête de courrier ou d'infaillibles signes de phishing indiquent que c'est un message sûr. Toutefois, il est important de vérifier que les liens fonctionnent bien vers les sites de Duolingo, en utilisant un navigateur local bien que ce soit considéré sûr.","Domaine: www.duolingo.com MX: Non | WHOIS: N/A, Créé: 2010-01-26 21:42:38 | IP: 54.237.91.136 Domaine: www.duolingo.com MX: Non | WHOIS: N/A, Créé: 2010-01-26 21:42:38 | IP: 54.237.91.136"
